transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,Year,Month
737,3/23/2023,21:11:00,26,Female,33,Clothing,1,50,14,50,2023,
1480,11/26/2023,18:05:00,3,Female,42,Beauty,4,500,165,2000,2023,
1492,8/26/2023,22:09:00,146,Male,61,Beauty,4,25,10,100,2023,
1737,11/14/2022,22:32:00,40,Female,33,Clothing,1,50,14,50,2022,Nov
684,6/20/2023,18:02:00,54,Female,28,Clothing,2,500,225,1000,2023,
878,10/26/2023,18:53:00,31,Female,20,Clothing,1,30,11.7,30,2023,
1684,1/23/2023,21:40:00,43,Female,28,Clothing,2,500,200,1000,2023,
1878,1/24/2023,22:56:00,97,Female,20,Clothing,1,30,7.5,30,2023,
78,2/17/2023,21:08:00,68,Female,47,Clothing,3,500,265,1500,2023,
260,1/19/2023,21:09:00,107,Male,28,Beauty,2,30,10.5,60,2023,
455,11/21/2023,19:15:00,134,Male,31,Electronics,4,25,13.25,100,2023,
837,1/15/2023,20:35:00,53,Male,18,Beauty,3,30,7.5,90,2023,
1078,5/4/2023,22:20:00,16,Female,47,Clothing,3,500,125,1500,2023,
1260,7/19/2023,17:26:00,117,Male,28,Beauty,2,30,13.5,60,2023,
1455,8/27/2022,21:35:00,32,Male,31,Electronics,4,25,13.75,100,2022,Aug
1837,3/29/2023,20:45:00,32,Male,18,Beauty,3,30,8.1,90,2023,
45,3/20/2022,18:27:00,121,Female,55,Electronics,1,30,10.5,30,2022,Mar
449,1/3/2022,18:28:00,58,Male,25,Electronics,4,50,26.5,200,2022,Jan
1045,2/26/2022,17:28:00,110,Female,55,Electronics,1,30,9.9,30,2022,Feb
1449,4/26/2022,18:42:00,12,Male,25,Electronics,4,50,23.5,200,2022,Apr
904,4/1/2022,20:26:00,43,Male,28,Clothing,1,500,160,500,2022,Apr
1904,11/25/2022,19:41:00,117,Male,28,Clothing,1,500,220,500,2022,Nov
59,11/14/2022,18:28:00,61,Male,62,Clothing,1,50,27,50,2022,Nov
128,12/21/2022,22:22:00,77,Male,25,Beauty,1,500,180,500,2022,Dec
186,3/31/2022,18:15:00,92,Male,20,Clothing,4,50,23.5,200,2022,Mar
802,9/22/2023,18:00:00,57,Female,46,Beauty,1,30,9.9,30,2023,
1059,7/12/2022,22:05:00,89,Male,62,Clothing,1,50,12.5,50,2022,Jul
1128,1/4/2022,17:35:00,60,Male,25,Beauty,1,500,135,500,2022,Jan
1186,9/10/2023,18:24:00,5,Male,20,Clothing,4,50,18.5,200,2023,
1802,7/13/2022,22:17:00,33,Female,46,Beauty,1,30,9.6,30,2022,Jul
75,5/15/2023,20:51:00,110,Male,61,Beauty,4,50,13.5,200,2023,
447,4/18/2023,17:57:00,37,Male,22,Beauty,4,500,245,2000,2023,
528,12/11/2023,21:51:00,102,Female,36,Clothing,2,30,9.6,60,2023,
1075,9/14/2022,19:17:00,92,Male,61,Beauty,4,50,21.5,200,2022,Sep
1447,5/30/2022,22:21:00,137,Male,22,Beauty,4,500,155,2000,2022,May
1528,7/6/2023,19:44:00,126,Female,36,Clothing,2,30,12.3,60,2023,
759,5/23/2023,21:21:00,75,Male,49,Electronics,2,50,21.5,100,2023,
870,4/11/2022,19:41:00,16,Female,46,Electronics,4,30,11.1,120,2022,Apr
1759,11/3/2022,17:27:00,102,Male,49,Electronics,2,50,23,100,2022,Nov
1870,11/9/2023,20:38:00,119,Female,46,Electronics,4,30,10.5,120,2023,
77,4/7/2022,20:45:00,44,Female,47,Clothing,2,50,24,100,2022,Apr
381,1/30/2022,19:05:00,63,Female,44,Clothing,4,25,12.25,100,2022,Jan
439,5/6/2022,21:46:00,42,Male,50,Clothing,3,25,11.75,75,2022,May
792,1/4/2023,22:50:00,4,Female,20,Beauty,1,50,26.5,50,2023,
1077,12/16/2022,18:45:00,141,Female,47,Clothing,2,50,15,100,2022,Dec
1381,10/26/2022,17:26:00,48,Female,44,Clothing,4,25,7.75,100,2022,Oct
1439,11/18/2023,20:53:00,76,Male,50,Clothing,3,25,7.25,75,2023,
1792,8/26/2023,17:37:00,88,Female,20,Beauty,1,50,26.5,50,2023,
176,5/26/2023,18:15:00,53,Female,43,Beauty,2,50,25.5,100,2023,
216,11/4/2022,17:28:00,141,Male,62,Electronics,2,50,26.5,100,2022,Nov
1176,1/4/2023,20:33:00,34,Female,43,Beauty,2,50,21,100,2023,
1216,3/1/2023,22:53:00,23,Male,62,Electronics,2,50,13,100,2023,
772,4/14/2023,21:47:00,25,Male,26,Electronics,1,30,16.2,30,2023,
1772,2/3/2022,19:06:00,59,Male,26,Electronics,1,30,13.2,30,2022,Feb
53,1/6/2022,17:57:00,32,Male,34,Electronics,2,50,22,100,2022,Jan
1053,2/10/2023,21:13:00,40,Male,34,Electronics,2,50,20.5,100,2023,
43,3/18/2023,21:42:00,118,Female,48,Clothing,1,300,111,300,2023,
71,2/16/2023,19:11:00,32,Female,51,Beauty,4,25,11.5,100,2023,
93,1/25/2022,20:52:00,148,Female,35,Beauty,4,500,140,2000,2022,Jan
302,2/9/2023,17:51:00,26,Male,57,Beauty,2,300,135,600,2023,
551,3/21/2023,22:45:00,99,Male,45,Electronics,3,300,141,900,2023,
681,8/4/2023,22:12:00,24,Female,43,Electronics,2,30,8.4,60,2023,
722,2/24/2023,18:35:00,25,Male,20,Beauty,3,300,162,900,2023,
728,6/2/2022,19:35:00,78,Male,51,Electronics,3,50,18,150,2022,Jun
829,3/24/2022,21:31:00,52,Male,61,Beauty,3,30,9.6,90,2022,Mar
955,1/16/2022,17:57:00,16,Male,58,Clothing,1,25,12.5,25,2022,Jan
1043,11/30/2023,18:10:00,20,Female,48,Clothing,1,300,87,300,2023,
1071,9/21/2023,17:38:00,155,Female,51,Beauty,4,25,6.75,100,2023,
1093,11/6/2023,17:26:00,87,Female,35,Beauty,4,500,270,2000,2023,
1302,12/21/2022,17:55:00,20,Male,57,Beauty,2,300,102,600,2022,Dec
1551,11/12/2023,22:36:00,84,Male,45,Electronics,3,300,81,900,2023,
1681,11/9/2022,19:32:00,53,Female,43,Electronics,2,30,11.1,60,2022,Nov
1722,1/30/2022,20:38:00,22,Male,20,Beauty,3,300,159,900,2022,Jan
1728,5/23/2023,22:30:00,77,Male,51,Electronics,3,50,25,150,2023,
1829,5/30/2022,22:37:00,58,Male,61,Beauty,3,30,12,90,2022,May
1955,9/15/2022,21:11:00,134,Male,58,Clothing,1,25,6.5,25,2022,Sep
144,3/26/2022,22:18:00,119,Female,59,Beauty,3,500,255,1500,2022,Mar
474,5/8/2022,17:57:00,145,Female,26,Clothing,3,500,210,1500,2022,May
1144,12/30/2022,21:27:00,148,Female,59,Beauty,3,500,125,1500,2022,Dec
1474,5/15/2022,20:49:00,84,Female,26,Clothing,3,500,255,1500,2022,May
603,4/18/2022,20:17:00,95,Female,40,Clothing,3,30,14.1,90,2022,Apr
661,8/5/2022,22:09:00,10,Female,44,Clothing,4,25,7,100,2022,Aug
1603,12/4/2023,20:50:00,132,Female,40,Clothing,3,30,13.2,90,2023,
1661,7/7/2023,19:18:00,20,Female,44,Clothing,4,25,6.25,100,2023,
143,2/11/2023,22:20:00,118,Female,45,Clothing,1,50,27.5,50,2023,
515,2/13/2022,20:47:00,71,Female,49,Clothing,3,300,75,900,2022,Feb
1143,5/1/2023,21:10:00,23,Female,45,Clothing,1,50,15,50,2023,
1515,2/4/2023,21:49:00,107,Female,49,Clothing,3,300,135,900,2023,
304,3/23/2023,18:35:00,59,Female,37,Electronics,2,30,15.6,60,2023,
676,7/10/2023,22:13:00,80,Male,63,Electronics,3,500,205,1500,2023,
686,1/6/2022,17:14:00,68,Female,28,Electronics,4,50,23.5,200,2022,Jan
698,3/17/2022,20:56:00,116,Female,64,Electronics,1,300,123,300,2022,Mar
1304,9/26/2022,22:19:00,4,Female,37,Electronics,2,30,9.3,60,2022,Sep
1676,9/21/2023,20:22:00,91,Male,63,Electronics,3,500,210,1500,2023,
1686,12/10/2023,20:41:00,151,Female,28,Electronics,4,50,26,200,2023,
1698,4/7/2022,21:50:00,146,Female,64,Electronics,1,300,105,300,2022,Apr
709,9/22/2022,22:32:00,61,Female,19,Electronics,2,500,140,1000,2022,Sep
1709,9/13/2023,20:22:00,97,Female,19,Electronics,2,500,185,1000,2023,
114,4/17/2022,20:57:00,92,Female,22,Beauty,4,25,9.25,100,2022,Apr
359,12/15/2022,21:49:00,122,Male,50,Clothing,1,50,22.5,50,2022,Dec
1114,8/18/2022,22:19:00,100,Female,22,Beauty,4,25,12,100,2022,Aug
1359,5/17/2022,22:21:00,55,Male,50,Clothing,1,50,19,50,2022,May
773,1/14/2023,19:10:00,3,Male,25,Electronics,4,500,175,2000,2023,
1773,12/12/2023,18:50:00,80,Male,25,Electronics,4,500,165,2000,2023,
127,5/20/2023,19:37:00,40,Female,33,Clothing,2,25,7.5,50,2023,
213,8/13/2023,20:48:00,113,Male,27,Beauty,3,500,275,1500,2023,
487,4/9/2023,21:03:00,36,Male,44,Clothing,4,500,235,2000,2023,
495,6/24/2022,21:06:00,131,Male,24,Beauty,2,30,11.7,60,2022,Jun
605,10/19/2023,22:24:00,76,Male,37,Electronics,2,500,180,1000,2023,
1127,3/15/2022,19:26:00,87,Female,33,Clothing,2,25,13,50,2022,Mar
1213,6/21/2023,17:23:00,41,Male,27,Beauty,3,500,185,1500,2023,
1487,2/1/2023,19:01:00,131,Male,44,Clothing,4,500,140,2000,2023,
1495,3/14/2023,22:37:00,113,Male,24,Beauty,2,30,16.2,60,2023,
1605,1/24/2022,19:39:00,2,Male,37,Electronics,2,500,165,1000,2022,Jan
105,6/18/2023,18:05:00,82,Female,22,Electronics,1,500,230,500,2023,
299,1/25/2023,20:03:00,76,Male,61,Electronics,2,500,230,1000,2023,
934,11/22/2022,18:20:00,111,Male,30,Beauty,1,500,240,500,2022,Nov
1105,11/12/2022,19:09:00,19,Female,22,Electronics,1,500,270,500,2022,Nov
1299,5/8/2022,18:58:00,11,Male,61,Electronics,2,500,250,1000,2022,May
1934,9/8/2022,17:06:00,69,Male,30,Beauty,1,500,150,500,2022,Sep
270,12/17/2022,17:46:00,84,Male,43,Electronics,1,300,117,300,2022,Dec
338,2/5/2022,21:26:00,44,Male,54,Beauty,2,50,20,100,2022,Feb
543,4/16/2022,20:30:00,121,Male,49,Beauty,2,300,75,600,2022,Apr
1270,8/25/2022,22:54:00,84,Male,43,Electronics,1,300,108,300,2022,Aug
1338,1/25/2022,19:55:00,31,Male,54,Beauty,2,50,19,100,2022,Jan
1543,10/3/2022,22:40:00,73,Male,49,Beauty,2,300,123,600,2022,Oct
557,9/27/2023,20:01:00,155,Female,20,Beauty,3,30,12.9,90,2023,
702,3/3/2023,17:18:00,66,Female,60,Clothing,2,300,78,600,2023,
864,7/31/2023,22:16:00,139,Female,51,Electronics,1,500,215,500,2023,
1557,8/4/2022,17:01:00,14,Female,20,Beauty,3,30,10.2,90,2022,Aug
1702,7/31/2023,21:54:00,102,Female,60,Clothing,2,300,87,600,2023,
1864,4/30/2023,21:00:00,112,Female,51,Electronics,1,500,190,500,2023,
254,12/14/2022,22:45:00,104,Male,41,Electronics,1,500,165,500,2022,Dec
295,2/1/2022,20:23:00,80,Female,27,Beauty,3,300,105,900,2022,Feb
457,11/28/2022,22:49:00,38,Female,58,Beauty,3,300,147,900,2022,Nov
668,6/17/2022,20:33:00,135,Female,62,Electronics,3,50,24.5,150,2022,Jun
850,9/14/2023,19:01:00,58,Female,26,Beauty,2,500,235,1000,2023,
1254,4/12/2023,18:24:00,86,Male,41,Electronics,1,500,180,500,2023,
1295,11/4/2023,19:28:00,86,Female,27,Beauty,3,300,81,900,2023,
1457,3/25/2023,21:31:00,140,Female,58,Beauty,3,300,108,900,2023,
1668,3/13/2023,21:40:00,132,Female,62,Electronics,3,50,14,150,2023,
1850,2/16/2022,20:44:00,154,Female,26,Beauty,2,500,240,1000,2022,Feb
541,12/25/2022,18:37:00,39,Male,56,Beauty,1,500,215,500,2022,Dec
980,10/14/2022,19:51:00,147,Female,31,Electronics,3,25,12.5,75,2022,Oct
1541,10/2/2023,22:17:00,57,Male,56,Beauty,1,500,195,500,2023,
1980,8/23/2023,20:30:00,112,Female,31,Electronics,3,25,6.5,75,2023,
262,9/15/2023,20:33:00,30,Female,32,Beauty,4,30,12.6,120,2023,
467,1/24/2022,22:39:00,151,Female,53,Electronics,3,50,14.5,150,2022,Jan
1262,8/13/2022,20:33:00,127,Female,32,Beauty,4,30,8.4,120,2022,Aug
1467,8/13/2023,19:31:00,89,Female,53,Electronics,3,50,14,150,2023,
463,1/29/2023,20:22:00,55,Female,54,Beauty,3,500,175,1500,2023,
1463,7/29/2022,19:45:00,98,Female,54,Beauty,3,500,170,1500,2022,Jul
598,6/23/2022,17:02:00,7,Male,37,Beauty,4,30,11.1,120,2022,Jun
667,12/1/2022,18:46:00,22,Female,29,Electronics,1,500,190,500,2022,Dec
672,2/17/2022,19:44:00,1,Female,34,Beauty,2,50,27.5,100,2022,Feb
1598,1/15/2023,19:17:00,126,Male,37,Beauty,4,30,9.9,120,2023,
1667,7/4/2022,19:09:00,40,Female,29,Electronics,1,500,125,500,2022,Jul
1672,3/28/2023,22:34:00,87,Female,34,Beauty,2,50,15.5,100,2023,
949,6/20/2023,20:28:00,21,Female,41,Electronics,2,25,9,50,2023,
1949,11/11/2022,20:24:00,105,Female,41,Electronics,2,25,12.5,50,2022,Nov
27,12/14/2023,19:44:00,39,Female,38,Beauty,2,25,8.25,50,2023,
347,3/26/2022,19:31:00,26,Male,42,Electronics,1,25,7,25,2022,Mar
687,6/27/2022,17:14:00,86,Female,53,Electronics,1,300,150,300,2022,Jun
1027,4/30/2022,21:00:00,131,Female,38,Beauty,2,25,7.5,50,2022,Apr
1347,11/21/2023,21:55:00,7,Male,42,Electronics,1,25,13,25,2023,
1687,2/17/2023,22:27:00,102,Female,53,Electronics,1,300,81,300,2023,
549,11/3/2022,19:39:00,114,Female,50,Beauty,2,50,12.5,100,2022,Nov
675,7/19/2023,18:10:00,26,Female,45,Clothing,2,30,15.9,60,2023,
730,2/20/2022,19:38:00,131,Female,36,Clothing,2,25,13.25,50,2022,Feb
798,1/20/2023,21:19:00,73,Male,61,Clothing,1,50,15,50,2023,
1549,11/15/2023,19:25:00,109,Female,50,Beauty,2,50,14.5,100,2023,
1675,5/17/2022,19:55:00,152,Female,45,Clothing,2,30,16.2,60,2022,May
1730,8/14/2023,19:17:00,116,Female,36,Clothing,2,25,10.75,50,2023,
1798,7/18/2023,20:26:00,96,Male,61,Clothing,1,50,20,50,2023,
13,2/8/2023,17:43:00,106,Male,22,Electronics,3,500,245,1500,2023,
35,10/29/2022,17:30:00,122,Female,58,Beauty,3,300,126,900,2022,Oct
140,7/7/2022,20:20:00,61,Male,38,Electronics,1,30,14.4,30,2022,Jul
206,9/2/2022,18:18:00,31,Male,61,Clothing,1,25,11.75,25,2022,Sep
261,2/6/2022,17:48:00,16,Male,21,Clothing,2,25,8.25,50,2022,Feb
279,8/10/2023,17:29:00,38,Male,50,Clothing,1,500,210,500,2023,
308,3/31/2022,19:12:00,130,Female,34,Beauty,4,300,126,1200,2022,Mar
418,4/1/2022,18:05:00,95,Female,60,Electronics,2,500,155,1000,2022,Apr
1013,7/16/2022,19:38:00,111,Male,22,Electronics,3,500,200,1500,2022,Jul
1035,4/26/2023,21:56:00,52,Female,58,Beauty,3,300,105,900,2023,
1140,5/22/2022,19:26:00,154,Male,38,Electronics,1,30,15.9,30,2022,May
1206,5/14/2023,19:45:00,68,Male,61,Clothing,1,25,8.5,25,2023,
1261,9/27/2022,21:19:00,116,Male,21,Clothing,2,25,6.25,50,2022,Sep
1279,4/21/2022,22:55:00,116,Male,50,Clothing,1,500,170,500,2022,Apr
1308,6/19/2023,22:39:00,91,Female,34,Beauty,4,300,150,1200,2023,
1418,9/17/2022,18:19:00,68,Female,60,Electronics,2,500,215,1000,2022,Sep
612,2/23/2022,19:06:00,77,Female,61,Electronics,1,500,235,500,2022,Feb
875,11/30/2023,21:47:00,134,Female,51,Electronics,4,500,135,2000,2023,
1612,12/18/2022,21:14:00,140,Female,61,Electronics,1,500,230,500,2022,Dec
1875,6/3/2022,22:42:00,141,Female,51,Electronics,4,500,165,2000,2022,Jun
430,5/23/2023,18:36:00,100,Female,43,Electronics,3,300,153,900,2023,
633,7/6/2023,22:20:00,35,Male,39,Beauty,4,30,12.3,120,2023,
1430,10/31/2023,18:25:00,22,Female,43,Electronics,3,300,132,900,2023,
1633,12/31/2022,18:18:00,152,Male,39,Beauty,4,30,11.4,120,2022,Dec
125,9/28/2022,18:48:00,137,Male,48,Clothing,2,50,19,100,2022,Sep
716,8/13/2023,19:51:00,137,Female,60,Clothing,4,300,108,1200,2023,
790,4/13/2023,20:47:00,29,Male,62,Clothing,1,25,9.25,25,2023,
960,3/29/2023,19:01:00,134,Male,59,Clothing,2,30,14.4,60,2023,
1125,11/12/2023,17:51:00,79,Male,48,Clothing,2,50,21.5,100,2023,
1716,2/12/2022,19:16:00,39,Female,60,Clothing,4,300,87,1200,2022,Feb
1790,5/14/2023,20:52:00,147,Male,62,Clothing,1,25,7.5,25,2023,
1960,6/29/2022,22:04:00,67,Male,59,Clothing,2,30,13.2,60,2022,Jun
259,3/11/2023,20:26:00,93,Female,45,Clothing,4,50,22.5,200,2023,
443,9/19/2023,20:25:00,98,Male,29,Clothing,2,300,114,600,2023,
529,11/29/2022,17:43:00,46,Female,35,Clothing,3,50,20.5,150,2022,Nov
563,12/21/2022,18:40:00,150,Male,20,Clothing,2,30,16.2,60,2022,Dec
1259,11/3/2022,17:31:00,105,Female,45,Clothing,4,50,21,200,2022,Nov
1443,6/18/2022,19:37:00,81,Male,29,Clothing,2,300,147,600,2022,Jun
1529,9/17/2022,22:38:00,105,Female,35,Clothing,3,50,17,150,2022,Sep
1563,10/13/2022,17:44:00,22,Male,20,Clothing,2,30,15.3,60,2022,Oct
801,12/1/2022,17:14:00,153,Male,21,Clothing,4,50,19,200,2022,Dec
1801,7/10/2022,22:01:00,148,Male,21,Clothing,4,50,13.5,200,2022,Jul
160,7/20/2022,17:08:00,127,Female,43,Clothing,2,50,26.5,100,2022,Jul
508,7/5/2023,22:52:00,32,Male,58,Beauty,2,300,123,600,2023,
807,1/26/2023,19:49:00,91,Female,50,Electronics,4,50,15.5,200,2023,
1160,8/20/2023,19:20:00,105,Female,43,Clothing,2,50,14,100,2023,
1508,4/8/2022,20:32:00,90,Male,58,Beauty,2,300,81,600,2022,Apr
1807,8/4/2022,22:15:00,19,Female,50,Electronics,4,50,22,200,2022,Aug
511,12/23/2023,18:19:00,146,Male,45,Beauty,2,50,24.5,100,2023,
521,10/28/2023,19:56:00,133,Female,47,Clothing,4,30,8.7,120,2023,
695,4/3/2022,22:12:00,52,Female,22,Electronics,3,50,21,150,2022,Apr
816,9/27/2023,19:29:00,133,Male,47,Beauty,2,500,240,1000,2023,
1511,4/9/2022,21:36:00,45,Male,45,Beauty,2,50,13.5,100,2022,Apr
1521,7/23/2023,19:08:00,30,Female,47,Clothing,4,30,12.9,120,2023,
1695,9/21/2023,20:51:00,85,Female,22,Electronics,3,50,23,150,2023,
1816,6/17/2022,22:30:00,52,Male,47,Beauty,2,500,245,1000,2022,Jun
217,5/2/2022,17:01:00,17,Female,35,Electronics,4,50,26.5,200,2022,May
384,4/10/2022,19:53:00,127,Male,55,Clothing,1,500,145,500,2022,Apr
1217,10/16/2023,19:28:00,70,Female,35,Electronics,4,50,18,200,2023,
1384,12/17/2023,20:23:00,106,Male,55,Clothing,1,500,260,500,2023,
648,2/23/2023,18:13:00,41,Male,53,Beauty,4,300,138,1200,2023,
926,10/6/2023,22:53:00,53,Male,22,Electronics,1,30,15.6,30,2023,
1648,7/10/2023,17:18:00,16,Male,53,Beauty,4,300,87,1200,2023,
1926,8/7/2023,20:22:00,74,Male,22,Electronics,1,30,9.6,30,2023,
285,12/1/2023,18:14:00,107,Female,31,Electronics,1,25,13.5,25,2023,
427,11/16/2023,21:26:00,120,Male,25,Electronics,1,25,11.75,25,2023,
569,4/29/2022,20:49:00,132,Male,52,Electronics,4,50,19,200,2022,Apr
570,6/9/2022,22:53:00,91,Male,49,Clothing,1,500,185,500,2022,Jun
630,3/21/2023,17:29:00,94,Male,42,Clothing,2,50,25.5,100,2023,
957,6/19/2023,19:00:00,105,Female,60,Electronics,4,30,9.3,120,2023,
1285,6/1/2023,21:55:00,130,Female,31,Electronics,1,25,12.25,25,2023,
1427,7/15/2023,18:36:00,92,Male,25,Electronics,1,25,11.5,25,2023,
1569,11/30/2023,21:07:00,35,Male,52,Electronics,4,50,18,200,2023,
1570,6/15/2023,22:32:00,109,Male,49,Clothing,1,500,170,500,2023,
1630,5/22/2022,17:22:00,95,Male,42,Clothing,2,50,16,100,2022,May
1957,10/25/2022,19:00:00,75,Female,60,Electronics,4,30,14.7,120,2022,Oct
635,12/4/2022,21:03:00,89,Female,63,Electronics,3,300,129,900,2022,Dec
1635,4/17/2023,18:08:00,36,Female,63,Electronics,3,300,159,900,2023,
29,3/8/2022,20:10:00,31,Female,42,Electronics,1,30,13.5,30,2022,Mar
277,7/3/2023,22:10:00,139,Male,36,Clothing,4,25,12.25,100,2023,
859,9/20/2022,21:52:00,46,Female,56,Electronics,3,500,190,1500,2022,Sep
1029,7/18/2023,19:23:00,117,Female,42,Electronics,1,30,12.3,30,2023,
1277,10/17/2023,21:20:00,80,Male,36,Clothing,4,25,12.75,100,2023,
1859,9/14/2022,20:58:00,32,Female,56,Electronics,3,500,205,1500,2022,Sep
638,1/10/2023,19:52:00,154,Male,46,Electronics,1,500,190,500,2023,
823,12/3/2023,17:42:00,66,Female,56,Electronics,2,50,25,100,2023,
956,4/24/2023,21:50:00,140,Male,30,Clothing,3,500,135,1500,2023,
981,2/5/2022,21:08:00,5,Female,30,Electronics,2,30,12.9,60,2022,Feb
1638,8/13/2022,18:26:00,37,Male,46,Electronics,1,500,155,500,2022,Aug
1823,11/8/2022,22:28:00,58,Female,56,Electronics,2,50,26.5,100,2022,Nov
1956,6/1/2023,20:40:00,62,Male,30,Clothing,3,500,170,1500,2023,
1981,6/5/2022,22:50:00,19,Female,30,Electronics,2,30,11.7,60,2022,Jun
219,9/16/2023,22:34:00,79,Female,53,Electronics,3,30,10.2,90,2023,
1219,11/2/2022,21:47:00,149,Female,53,Electronics,3,30,11.1,90,2022,Nov
73,1/14/2022,21:47:00,42,Male,29,Electronics,3,30,9,90,2022,Jan
162,4/11/2023,19:37:00,118,Male,39,Clothing,2,30,9,60,2023,
306,1/4/2022,22:05:00,148,Male,54,Electronics,1,50,26.5,50,2022,Jan
725,9/21/2023,20:32:00,2,Male,61,Electronics,1,300,153,300,2023,
880,9/26/2023,20:13:00,63,Male,22,Beauty,2,500,175,1000,2023,
992,10/15/2023,19:34:00,134,Female,57,Electronics,2,30,7.8,60,2023,
1073,2/21/2022,18:16:00,82,Male,29,Electronics,3,30,15.3,90,2022,Feb
1162,7/13/2022,17:08:00,101,Male,39,Clothing,2,30,12.6,60,2022,Jul
1306,11/11/2023,20:57:00,122,Male,54,Electronics,1,50,18.5,50,2023,
1725,5/16/2022,21:02:00,109,Male,61,Electronics,1,300,105,300,2022,May
1880,6/14/2023,20:03:00,37,Male,22,Beauty,2,500,175,1000,2023,
1992,5/19/2023,21:35:00,70,Female,57,Electronics,2,30,8.7,60,2023,
597,11/1/2022,19:29:00,84,Male,22,Beauty,4,300,111,1200,2022,Nov
622,10/16/2022,22:00:00,155,Female,49,Beauty,3,25,6.25,75,2022,Oct
1597,8/28/2023,18:21:00,32,Male,22,Beauty,4,300,78,1200,2023,
1622,4/22/2023,21:28:00,54,Female,49,Beauty,3,25,11.75,75,2023,
116,6/22/2023,20:04:00,58,Female,23,Clothing,1,30,15,30,2023,
364,6/7/2022,19:06:00,98,Female,19,Beauty,1,500,200,500,2022,Jun
368,1/31/2023,21:11:00,90,Female,56,Clothing,4,300,132,1200,2023,
1116,8/15/2022,22:26:00,145,Female,23,Clothing,1,30,12.3,30,2022,Aug
1364,9/23/2023,17:04:00,72,Female,19,Beauty,1,500,250,500,2023,
1368,3/8/2022,21:29:00,145,Female,56,Clothing,4,300,132,1200,2022,Mar
50,3/29/2022,18:51:00,71,Female,27,Beauty,3,25,10.5,75,2022,Mar
479,11/3/2022,21:35:00,90,Male,52,Electronics,4,300,105,1200,2022,Nov
804,12/11/2023,17:12:00,99,Male,42,Electronics,1,30,10.8,30,2023,
1050,12/10/2022,20:15:00,24,Female,27,Beauty,3,25,11.25,75,2022,Dec
1479,5/31/2022,22:24:00,108,Male,52,Electronics,4,300,162,1200,2022,May
1804,1/10/2023,22:46:00,74,Male,42,Electronics,1,30,14.7,30,2023,
92,3/21/2022,19:41:00,10,Female,51,Electronics,4,30,8.7,120,2022,Mar
282,10/5/2023,17:39:00,10,Female,64,Electronics,4,50,56,200,2023,
718,11/2/2023,20:25:00,154,Female,59,Beauty,3,25,25,75,2023,
1092,5/3/2022,20:15:00,58,Female,51,Electronics,4,30,31.5,120,2022,May
1282,2/20/2023,20:05:00,23,Female,64,Electronics,4,50,48.5,200,2023,
1718,10/25/2023,19:03:00,20,Female,59,Beauty,3,25,25.5,75,2023,
617,8/6/2022,19:12:00,30,Male,34,Electronics,1,30,28.5,30,2022,Aug
624,2/5/2022,19:08:00,48,Female,34,Beauty,3,300,342,900,2022,Feb
825,1/8/2022,17:27:00,51,Female,46,Beauty,1,25,27.25,25,2022,Jan
1617,5/1/2022,17:09:00,77,Male,34,Electronics,1,30,35.1,30,2022,May
1624,11/18/2022,20:48:00,121,Female,34,Beauty,3,300,363,900,2022,Nov
1825,8/30/2023,18:34:00,105,Female,46,Beauty,1,25,27,25,2023,
568,8/11/2023,20:03:00,32,Female,51,Electronics,1,300,372,300,2023,
671,9/23/2023,19:51:00,2,Male,62,Electronics,3,50,61.5,150,2023,
756,7/17/2023,20:33:00,4,Female,62,Electronics,4,300,333,1200,2023,
815,4/5/2023,21:15:00,139,Female,51,Clothing,3,25,23.75,75,2023,
1568,10/9/2022,22:34:00,51,Female,51,Electronics,1,300,336,300,2022,Oct
1671,2/28/2023,20:55:00,47,Male,62,Electronics,3,50,62.5,150,2023,
1756,5/12/2022,22:16:00,119,Female,62,Electronics,4,300,297,1200,2022,May
1815,5/24/2023,22:19:00,6,Female,51,Clothing,3,25,30.5,75,2023,
146,11/10/2022,22:01:00,74,Male,38,Clothing,4,50,49,200,2022,Nov
263,5/4/2022,21:48:00,133,Male,23,Beauty,2,30,34.8,60,2022,May
704,9/11/2023,22:40:00,141,Female,62,Clothing,3,30,34.8,90,2023,
1146,10/9/2023,21:11:00,52,Male,38,Clothing,4,50,60,200,2023,
1263,9/7/2022,20:49:00,47,Male,23,Beauty,2,30,35.4,60,2022,Sep
1704,9/16/2022,20:07:00,155,Female,62,Clothing,3,30,30.3,90,2022,Sep
476,12/12/2023,18:31:00,131,Female,27,Clothing,4,500,570,2000,2023,
733,10/25/2022,21:07:00,143,Male,34,Beauty,1,30,28.5,30,2022,Oct
924,9/17/2022,22:18:00,151,Male,55,Beauty,2,50,55,100,2022,Sep
984,11/20/2023,19:29:00,83,Male,56,Clothing,1,500,480,500,2023,
1476,11/11/2022,22:27:00,130,Female,27,Clothing,4,500,555,2000,2022,Nov
1733,9/3/2023,20:52:00,146,Male,34,Beauty,1,30,36.6,30,2023,
1924,11/28/2022,22:25:00,107,Male,55,Beauty,2,50,54.5,100,2022,Nov
1984,9/9/2023,20:10:00,126,Male,56,Clothing,1,500,530,500,2023,
251,9/15/2022,21:00:00,141,Female,57,Beauty,4,50,62.5,200,2022,Sep
253,9/30/2022,21:26:00,66,Female,53,Clothing,4,500,525,2000,2022,Sep
